from_id,GEOID,travel_time_minutes,site_id,site_name
yankee_stadium,36081058100,67.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081058900,66.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081090700,77.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081092900,98.0,yankee_stadium,Yankee Stadium
yankee_stadium,36059300902,,yankee_stadium,Yankee Stadium
yankee_stadium,36059300901,,yankee_stadium,Yankee Stadium
yankee_stadium,36059303204,,yankee_stadium,Yankee Stadium
yankee_stadium,36059303203,,yankee_stadium,Yankee Stadium
yankee_stadium,36081049301,71.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081049302,71.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081049500,76.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081049600,97.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081049700,74.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081049900,71.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081060100,71.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081059100,65.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081059200,112.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081059300,72.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081059400,115.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081059800,112.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081059900,72.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081060000,115.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081060600,114.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081060701,78.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081060800,111.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081061400,117.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081061602,111.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081051500,69.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081051600,104.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081051700,71.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081050000,93.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081051800,102.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081052100,74.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081052200,102.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081050201,90.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081050500,73.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081050700,76.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081050800,94.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081051000,98.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081051100,69.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081051300,72.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081080301,82.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081080302,74.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081080900,74.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081081400,99.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081081800,96.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081052400,98.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081052800,101.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081053000,105.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081061800,108.0,yankee_stadium,Yankee Stadium
