metro_size,linear_component_mean,residual_component_mean,combined_point_mean,combined_ci_low_mean,combined_ci_high_mean,debut_overshoot_ratio,debut_adjusted_point_mean,sellout_fraction
3201230,9.413152998871668,0.03502110976217479,12795.7335113154,1036.4592172378357,25000.0,0.9369829854528652,13656.313625728142,0.0
