predictor,coef,ci_low,ci_high,p_value
Intercept,6.759133419897693,4.743119099965087,8.775147739830299,4.9907245169054816e-11
log_metro_size,0.1771821541662938,0.009394329362443471,0.34496997897014414,0.03848034630838853
