cluster_name,weighted_pop_current,weighted_pop_future,change,pct_of_future_total,pct_of_current_total,pct_point_shift
"lower-income, black_nh-plurality, farther reach",317141.0,167852.0,-149289.0,5.476705923809928,30.90913343787736,-25.432427514067435
"lower-income, hispanic/latino-plurality, farther reach",363285.0,504280.0,140995.0,16.45374057657264,35.40641084243058,-18.952670265857943
"higher-income, white_nh-plurality, closer reach",315938.0,1362231.0,1046293.0,44.44712358087793,30.79188688973074,13.655236691147188
"higher-income, asian_nh-plurality, closer reach",29679.0,1030472.0,1000793.0,33.622429918739506,2.8925688299613173,30.72986108877819
