GEOID,population,median_household_income,median_age,pct_white_nh,pct_black_nh,pct_asian_nh,pct_hispanic_latino,transit_time_current,transit_time_future,delta_transit_time,cluster,cluster_name,weight_current,weight_future,weighted_pop_current,weighted_pop_future
36005012500,4146,58333.0,30.3,1.1336227689339122,14.37530149541727,0.0,79.06415822479498,88.0,69.0,-19.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.13091176535257834,0.2030630990890589,542.7601791517898,841.8996088232382
36005012701,2385,49784.0,33.1,0.0,21.17400419287212,0.0,76.26834381551363,85.0,66.0,-19.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.14030775603867163,0.21763764082403103,334.6339981522318,519.065773365314
36005012901,5261,35521.0,30.8,4.276753468922258,23.322562250522715,0.0,71.92548945067477,86.0,67.0,-19.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.13710312246182826,0.21266679023771395,721.2995272716785,1118.8399834406132
36005013000,1329,65357.0,36.4,26.71181339352897,0.0,1.3544018058690745,71.93378480060196,107.0,79.0,-28.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.08439687163551189,0.16117128855494742,112.1634424035953,214.19664248952512
36005013100,5210,18408.0,38.7,2.495201535508637,31.343570057581573,0.0,64.26103646833013,88.0,69.0,-19.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.13091176535257834,0.2030630990890589,682.0502974869331,1057.9587462539969
36005013200,7126,108582.0,40.6,22.452989054167837,13.962952568060624,9.640752175133315,52.708391804658994,116.0,87.0,-29.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.06855156123091415,0.13397168281703667,488.4984253314942,954.6822117542033
36005013300,5838,31762.0,32.3,1.2332990750256938,35.14902363823227,7.279890373415554,54.24803014731072,87.0,68.0,-19.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.13397168281703667,0.20780947403569697,782.12668428586,1213.1917094203989
36005013500,3295,30865.0,36.1,3.399089529590288,50.71320182094082,1.7602427921092565,43.30804248861912,94.0,75.0,-19.0,1,"lower-income, black_nh-plurality, farther reach",0.1139653110697771,0.17677669529663692,375.51569997491555,582.4792110024187
36005014100,6864,35238.0,30.9,1.558857808857809,43.40034965034965,0.36421911421911424,45.64393939393939,89.0,69.0,-20.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.1279217364995969,0.2030630990890589,878.0547993332331,1393.8251121473002
36005014300,1685,16734.0,35.1,2.0178041543026706,35.311572700296736,6.884272997032641,53.64985163204748,90.0,72.0,-18.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.12500000000000003,0.1894645708137998,210.62500000000006,319.24780182125266
36005014400,6465,32197.0,31.5,1.9953596287703017,26.264501160092806,0.0,65.80046403712296,107.0,68.0,-39.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.08439687163551189,0.20780947403569697,545.6257751235844,1343.4882496407809
36005014500,6560,28022.0,35.5,4.085365853658536,62.31707317073171,0.0,32.926829268292686,95.0,75.0,-20.0,1,"lower-income, black_nh-plurality, farther reach",0.11136233976754245,0.17677669529663692,730.5369488750785,1159.6551211459382
36005014701,5151,23500.0,32.6,0.9512715977480101,59.600077654824304,0.0,33.46922927586876,97.0,78.0,-19.0,1,"lower-income, black_nh-plurality, farther reach",0.10633339511885696,0.16493848884661183,547.7233182572322,849.5981560488975
36005014702,4985,21533.0,27.9,1.103309929789368,34.38314944834504,0.0,64.5135406218656,97.0,79.0,-18.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.10633339511885696,0.16117128855494742,530.071974667502,803.4388734464129
36005014900,4755,35213.0,31.5,3.4490010515247107,35.2260778128286,0.0,54.65825446898002,96.0,77.0,-19.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.10881882041201553,0.16879374327102378,517.4334910591339,802.6142492537181
36005015100,5414,30558.0,43.6,0.1477650535648319,48.89176209826376,0.0,49.889176209826374,92.0,73.0,-19.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.1193552004888021,0.18513719403582055,646.1890554463746,1002.3327685099324
36005015200,2601,84265.0,38.0,31.757016532103037,8.688965782391389,1.3840830449826989,52.55670895809304,101.0,63.0,-38.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.09694654761460844,0.23325824788420185,252.15797034559657,606.7047027468091
36005015300,3502,34704.0,37.9,0.17133066818960593,33.6950314106225,0.0,65.70531125071388,90.0,71.0,-19.0,2,"lower-income, hispanic/latino-plurality, farther reach",0.12500000000000003,0.19389309522921686,437.7500000000001,679.0136194927175
