linear_baseline_naive,linear_extended_naive,linear_extended_honest,gbt_extended_naive,gbt_extended_honest,catboost_full_naive,catboost_full_honest
11199.884659539064,44889.823259266006,105688.49035692414,11733.29532992763,12078.239976997616,12367.909413883694,14422.13905791222
