,0
metro_size,0.053673354122361946
home_team,0.022440193942147385
shared_with_other_league,0.02040255665131662
stadium_capacity,0.01461738884202167
table_rank,0.001934427384572432
opponent_table_rank,2.530038196316489e-06
dedicated_soccer_facility,-5.094108972226671e-05
away_team,-0.0001797826509602361
days_since_last_home_game,-0.0010322855968303928
day_of_week,-0.007053325551851501
venue_name,-0.08580415771934824
year,-0.09704912561637044
